Show,EpId,ClipId,Start,Stop,is_probably_host,speaker,clip_silhouette_score,SEP12k,SEP28k-E,SEP28k-T,SEP28k-D,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech
StutterTalk,15,24,28986080,29034080,True,Reuben Schuff,0.4860831499099731,train,test,train,dev,0,0,0,0,0,1,0,0,2,0,0,0
StutterTalk,15,25,29125920,29173920,True,Reuben Schuff,0.4595877528190613,train,test,train,dev,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,15,26,32076640,32124640,False,StutterTalk_15_0,0.5233030319213867,train,test,train,dev,0,0,0,0,0,3,0,0,0,2,0,0
StutterTalk,15,27,2487680,2535680,False,StutterTalk_15_0,0.0109872734174132,train,test,train,dev,0,0,1,0,0,0,0,0,2,0,0,0
StutterTalk,15,28,2524960,2572960,False,StutterTalk_15_0,0.4429568946361542,train,test,train,dev,0,0,0,1,0,0,0,0,2,1,0,1
StutterTalk,15,29,33510080,33558080,True,Reuben Schuff,0.1586264371871948,train,test,train,dev,0,0,0,0,0,0,0,0,3,1,0,0
StutterTalk,15,30,33552480,33600480,False,StutterTalk_15_4,0.3979502022266388,train,test,train,dev,0,0,0,0,0,2,1,2,1,0,0,0
StutterTalk,15,31,34668160,34716160,False,StutterTalk_15_0,0.4453672170639038,train,test,train,dev,0,0,0,0,0,0,0,2,3,0,0,0
StutterTalk,15,32,34709280,34757280,False,StutterTalk_15_0,0.4090612828731537,train,test,train,dev,0,0,1,0,0,0,0,0,2,0,0,0
StutterTalk,15,33,38393600,38441600,False,StutterTalk_15_0,0.525365948677063,train,test,train,dev,0,0,0,0,0,0,0,0,3,1,0,0
StutterTalk,15,34,39833920,39881920,False,StutterTalk_15_3,0.7934643030166626,train,dev,dev,train,0,0,0,0,0,0,0,0,3,1,0,0
StutterTalk,15,35,40148960,40196960,False,StutterTalk_15_3,0.698671281337738,train,dev,dev,train,0,0,0,0,0,3,0,0,0,0,0,0
StutterTalk,15,36,44090240,44138240,False,StutterTalk_15_4,0.2182103097438812,train,test,train,dev,0,0,2,1,1,1,1,1,0,0,0,0
StutterTalk,15,37,44340320,44388320,False,StutterTalk_15_3,0.7969337105751038,train,dev,dev,train,0,0,0,0,0,3,0,3,0,1,0,0
StutterTalk,15,38,44521120,44569120,False,StutterTalk_15_3,0.7913171052932739,train,dev,dev,train,0,0,1,0,0,0,0,0,2,1,0,0
StutterTalk,15,39,2784320,2832320,False,StutterTalk_15_0,0.2219557911157608,train,test,train,dev,0,0,2,0,0,0,0,0,2,0,0,0
StutterTalk,16,0,46406080,46454080,True,Reuben Schuff,0.505134105682373,train,test,train,dev,0,0,0,1,1,0,0,0,1,1,0,0
StutterTalk,16,1,48848800,48896800,True,Reuben Schuff,0.3414791226387024,train,test,train,dev,0,0,0,1,2,0,0,0,0,0,0,0
StutterTalk,16,2,50262560,50310560,True,Reuben Schuff,0.3541991412639618,train,test,train,dev,0,0,0,1,3,3,1,0,0,1,0,0
StutterTalk,16,3,50904160,50952160,True,Reuben Schuff,0.4152152240276336,train,test,train,dev,0,0,0,1,2,0,1,0,0,0,0,0
StutterTalk,16,4,5445440,5493440,True,Reuben Schuff,0.4392631649971008,train,test,train,dev,0,0,0,0,1,2,0,2,0,0,0,0
StutterTalk,16,5,5728640,5776640,True,Reuben Schuff,0.4802144467830658,train,test,train,dev,0,0,0,0,0,0,0,0,3,3,0,0
StutterTalk,16,6,7296000,7344000,True,Reuben Schuff,0.3582559823989868,train,test,train,dev,0,0,0,2,2,0,0,0,0,0,0,0
StutterTalk,16,7,8060000,8108000,True,Reuben Schuff,0.428469181060791,train,test,train,dev,0,0,0,0,3,0,0,0,0,0,0,0
StutterTalk,16,8,10775200,10823200,True,Reuben Schuff,0.4307372272014618,train,test,train,dev,0,0,0,3,2,0,0,0,0,1,0,0
StutterTalk,16,9,11885760,11933760,True,Reuben Schuff,0.5361664295196533,train,test,train,dev,0,0,0,2,1,2,0,0,0,0,0,0
StutterTalk,16,10,13933760,13981760,False,StutterTalk_16_1,0.8115682005882263,train,dev,dev,train,0,0,1,0,0,0,0,0,2,0,0,0
StutterTalk,16,11,1488320,1536320,True,Reuben Schuff,0.2791855633258819,train,test,train,dev,0,0,0,1,1,1,1,1,1,0,0,1
StutterTalk,16,12,19266560,19314560,True,Reuben Schuff,0.3705260753631592,train,test,train,dev,0,0,0,0,0,0,0,0,3,1,0,0
StutterTalk,16,13,20253120,20301120,True,Reuben Schuff,0.419072687625885,train,test,train,dev,0,0,0,1,2,0,0,0,0,0,0,0
StutterTalk,16,14,23470240,23518240,True,Reuben Schuff,0.4325531423091888,train,test,train,dev,0,0,0,3,0,0,0,0,0,1,0,0
StutterTalk,16,15,25055840,25103840,True,Reuben Schuff,0.4461857080459595,train,test,train,dev,0,0,0,0,3,0,0,0,0,0,0,0
StutterTalk,16,16,25393120,25441120,True,Reuben Schuff,0.354725033044815,train,test,train,dev,0,0,0,0,0,0,1,0,3,0,0,0
StutterTalk,16,17,25710880,25758880,True,Reuben Schuff,0.4575624763965606,train,test,train,dev,0,0,0,0,2,1,0,1,0,0,0,0
StutterTalk,16,18,26560640,26608640,True,Reuben Schuff,0.4802166819572449,train,test,train,dev,0,0,0,0,0,3,0,1,0,0,0,0
StutterTalk,16,19,26594240,26642240,True,Reuben Schuff,0.3037806749343872,train,test,train,dev,0,0,1,0,3,1,0,1,0,0,0,0
StutterTalk,16,20,26649280,26697280,True,Reuben Schuff,0.271807849407196,train,test,train,dev,0,0,0,0,1,2,0,0,0,0,0,0
StutterTalk,16,21,27872480,27920480,True,Reuben Schuff,0.4358222186565399,train,test,train,dev,0,0,0,0,0,0,0,3,3,1,0,0
StutterTalk,16,22,3474720,3522720,True,Reuben Schuff,0.3762238025665283,train,test,train,dev,0,0,0,1,2,0,1,0,0,0,0,0
StutterTalk,16,23,28714080,28762080,True,Reuben Schuff,0.5348542928695679,train,test,train,dev,0,0,0,0,1,2,0,2,0,0,0,0
StutterTalk,16,24,28830400,28878400,True,Reuben Schuff,0.5248540043830872,train,test,train,dev,0,0,0,2,0,0,0,2,1,1,0,0
StutterTalk,16,25,29868160,29916160,True,Reuben Schuff,0.4745119512081146,train,test,train,dev,0,0,1,2,1,0,0,0,0,2,0,0
StutterTalk,16,26,30997120,31045120,True,Reuben Schuff,0.5440085530281067,train,test,train,dev,0,0,0,0,3,0,0,0,0,0,0,0
StutterTalk,16,27,31405600,31453600,True,Reuben Schuff,0.4547404646873474,train,test,train,dev,0,0,0,3,0,0,1,0,0,0,0,0
StutterTalk,16,28,34785120,34833120,True,Reuben Schuff,0.4507749080657959,train,test,train,dev,0,0,0,2,2,1,0,1,0,0,0,0
StutterTalk,16,29,37476480,37524480,True,Reuben Schuff,0.503350555896759,train,test,train,dev,0,0,0,1,0,0,0,0,2,1,0,0
StutterTalk,16,30,38512960,38560960,False,StutterTalk_16_1,0.7959144115447998,train,dev,dev,train,0,0,0,1,0,0,0,0,2,2,0,0
StutterTalk,16,31,3770400,3818400,True,Reuben Schuff,0.2583171427249908,train,test,train,dev,0,0,0,1,3,2,0,1,0,0,0,0
StutterTalk,16,32,40192960,40240960,True,Reuben Schuff,0.2550459206104278,train,test,train,dev,0,0,0,1,0,0,2,0,2,0,0,0
StutterTalk,16,33,40223840,40271840,True,Reuben Schuff,0.4388634264469147,train,test,train,dev,0,0,0,0,1,3,0,0,0,0,0,0
StutterTalk,16,34,42593280,42641280,True,Reuben Schuff,-0.0259907357394695,train,test,train,dev,1,0,0,3,0,0,1,0,0,0,0,1
StutterTalk,16,35,42803840,42851840,True,Reuben Schuff,0.3472442030906677,train,test,train,dev,0,0,0,2,0,1,0,0,0,0,0,0
StutterTalk,16,36,43325120,43373120,False,StutterTalk_16_1,0.8286526799201965,train,dev,dev,train,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,16,37,43427040,43475040,True,Reuben Schuff,0.5118183493614197,train,test,train,dev,0,0,0,0,1,2,0,2,0,0,0,0
StutterTalk,16,38,45108160,45156160,True,Reuben Schuff,0.4082257449626922,train,test,train,dev,0,0,0,1,3,0,1,0,0,0,0,0
StutterTalk,16,39,45151040,45199040,True,Reuben Schuff,0.2787111103534698,train,test,train,dev,0,0,0,0,2,1,1,0,0,0,0,0
StutterTalk,17,0,75174880,75222880,True,Peter Reitzes,0.3335262537002563,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,17,1,87331200,87379200,True,Peter Reitzes,0.3685567378997803,,train,test,test,0,0,0,0,0,0,0,2,3,0,0,0
StutterTalk,17,2,88227680,88275680,False,StutterTalk_17_0,0.3927165865898132,train,dev,dev,train,0,0,1,1,0,0,0,0,1,1,0,0
StutterTalk,17,3,88620160,88668160,True,Peter Reitzes,0.1904850155115127,,train,test,test,0,0,0,0,0,0,0,0,3,1,0,0
StutterTalk,17,4,9531040,9579040,False,StutterTalk_17_1,0.0363005697727203,train,dev,dev,train,0,0,0,0,0,3,0,2,0,1,2,0
StutterTalk,17,5,88976800,89024800,True,Peter Reitzes,0.1848683357238769,,train,test,test,0,0,1,0,0,0,0,0,2,1,0,0
StutterTalk,17,6,14135200,14183200,False,StutterTalk_17_0,0.4821881055831909,train,dev,dev,train,0,0,0,1,0,0,0,0,2,0,0,0
StutterTalk,17,7,16669120,16717120,False,StutterTalk_17_0,0.1600469350814819,train,dev,dev,train,0,0,1,1,1,0,0,0,2,1,0,0
StutterTalk,17,8,16696640,16744640,False,StutterTalk_17_0,0.2022293657064438,train,dev,dev,train,0,0,0,2,1,0,0,0,0,0,0,0
StutterTalk,17,9,1658560,1706560,False,StutterTalk_17_1,0.4667640030384063,train,dev,dev,train,0,0,0,0,0,0,0,0,3,1,0,0
StutterTalk,17,10,18617440,18665440,True,Peter Reitzes,0.3032737970352173,,train,test,test,0,0,2,0,0,0,0,2,1,0,0,0
StutterTalk,17,11,24611840,24659840,False,StutterTalk_17_1,0.5446449518203735,train,dev,dev,train,0,0,0,1,0,0,0,0,2,1,0,0
StutterTalk,17,12,24638880,24686880,True,Peter Reitzes,0.3623170554637909,,train,test,test,0,0,0,0,0,0,0,2,3,1,0,0
StutterTalk,17,13,26142720,26190720,True,Peter Reitzes,0.209392100572586,,train,test,test,0,0,1,1,0,0,0,2,1,1,0,0
StutterTalk,17,14,26304320,26352320,True,Peter Reitzes,0.2151376456022262,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,17,15,30221120,30269120,False,StutterTalk_17_1,0.383032739162445,train,dev,dev,train,0,0,2,2,0,0,0,0,0,1,0,0
StutterTalk,17,16,3451200,3499200,False,StutterTalk_17_0,0.2126364409923553,train,dev,dev,train,0,0,1,0,0,0,0,0,2,0,0,0
StutterTalk,17,17,37716640,37764640,True,Peter Reitzes,0.1874581426382064,,train,test,test,0,0,0,0,0,0,1,1,3,0,0,0
StutterTalk,17,18,38173440,38221440,False,StutterTalk_17_0,0.2599620819091797,train,dev,dev,train,0,0,0,1,0,0,0,0,2,1,0,1
StutterTalk,17,19,43728320,43776320,True,Peter Reitzes,0.1853268295526504,,train,test,test,0,0,2,3,0,2,0,0,0,0,0,0
StutterTalk,17,20,3514880,3562880,False,StutterTalk_17_0,0.3990007042884826,train,dev,dev,train,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,17,21,44247040,44295040,False,StutterTalk_17_0,0.3760271668434143,train,dev,dev,train,0,0,0,1,0,0,0,0,2,0,0,0
StutterTalk,17,22,44386400,44434400,False,StutterTalk_17_0,0.4617883563041687,train,dev,dev,train,0,0,0,2,0,0,0,0,1,1,0,0
StutterTalk,17,23,45080000,45128000,True,Peter Reitzes,0.1768982857465744,,train,test,test,0,0,1,0,0,0,0,0,2,0,0,0
StutterTalk,17,24,52593920,52641920,False,StutterTalk_17_0,0.3271229863166809,train,dev,dev,train,0,0,0,1,0,0,0,0,2,1,0,0
StutterTalk,17,25,53023040,53071040,True,Peter Reitzes,0.0456664860248565,,train,test,test,0,0,0,0,0,0,0,3,3,2,0,0
StutterTalk,17,26,54081920,54129920,False,StutterTalk_17_0,0.4776954352855682,train,dev,dev,train,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,17,27,59832320,59880320,False,StutterTalk_17_1,0.5328774452209473,train,dev,dev,train,0,0,0,2,0,0,0,0,1,0,0,0
StutterTalk,17,28,4716800,4764800,True,Peter Reitzes,0.3323196768760681,,train,test,test,0,1,0,3,0,0,2,0,0,0,0,0
StutterTalk,17,29,60819200,60867200,True,Peter Reitzes,0.3330273926258087,,train,test,test,0,0,0,0,0,0,0,0,3,2,0,0
StutterTalk,17,30,61129600,61177600,True,Peter Reitzes,0.2056498080492019,,train,test,test,0,1,0,1,0,0,0,0,2,1,0,0
StutterTalk,17,31,61400000,61448000,False,StutterTalk_17_0,0.173187643289566,train,dev,dev,train,1,0,0,0,1,0,1,1,2,1,0,0
StutterTalk,17,32,61793920,61841920,True,Peter Reitzes,0.076136015355587,,train,test,test,0,1,0,0,0,0,0,0,3,0,0,0
StutterTalk,17,33,66700480,66748480,True,Peter Reitzes,0.2813061475753784,,train,test,test,0,0,0,0,0,1,0,1,2,1,0,0
StutterTalk,17,34,66850560,66898560,True,Peter Reitzes,0.0549175590276718,,train,test,test,0,0,0,1,0,0,0,0,2,2,0,0
StutterTalk,17,35,67155040,67203040,True,Peter Reitzes,0.302967756986618,,train,test,test,0,0,0,1,0,0,0,2,2,1,0,0
StutterTalk,17,36,70825280,70873280,False,StutterTalk_17_1,0.2735041975975036,train,dev,dev,train,0,0,0,0,0,3,0,0,0,1,0,0
StutterTalk,17,37,73397600,73445600,False,StutterTalk_17_0,0.4807857573032379,train,dev,dev,train,0,0,2,0,0,0,0,0,1,0,0,0
StutterTalk,17,38,73752000,73800000,True,Peter Reitzes,0.2794321477413177,,train,test,test,0,0,0,1,0,0,0,0,2,0,0,0
StutterTalk,17,39,8487360,8535360,False,StutterTalk_17_1,0.513985812664032,train,dev,dev,train,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,18,0,7696160,7744160,True,Peter Reitzes,0.5924558639526367,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0
StutterTalk,18,1,8624480,8672480,False,StutterTalk_18_0,0.7524756789207458,train,test,train,dev,0,0,0,1,0,0,0,1,2,2,0,0
StutterTalk,18,2,8955840,9003840,False,StutterTalk_18_0,0.6930646896362305,train,test,train,dev,0,0,0,1,0,1,0,1,1,0,0,0
StutterTalk,18,3,11525600,11573600,False,StutterTalk_18_0,0.7378848195075989,train,test,train,dev,0,0,0,0,0,2,0,1,1,0,0,0
StutterTalk,18,4,14644000,14692000,False,StutterTalk_18_0,0.661095142364502,train,test,train,dev,0,0,0,0,0,0,0,0,3,1,0,0
StutterTalk,18,5,17835680,17883680,False,StutterTalk_18_0,0.2378543615341186,train,test,train,dev,0,0,0,2,0,0,0,2,1,1,0,0
StutterTalk,18,6,18284320,18332320,True,Peter Reitzes,0.4779639542102813,,train,test,test,0,0,1,0,2,0,0,2,0,0,0,0
StutterTalk,18,7,19041600,19089600,True,Peter Reitzes,0.4674239754676819,,train,test,test,0,0,1,0,0,0,0,0,2,0,0,0
StutterTalk,18,8,19122400,19170400,True,Peter Reitzes,0.3387751281261444,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0
StutterTalk,18,9,4232160,4280160,False,StutterTalk_18_0,0.7451329827308655,train,test,train,dev,0,0,0,0,0,0,0,3,3,2,0,0
StutterTalk,18,10,21809280,21857280,True,Peter Reitzes,0.6574998497962952,,train,test,test,0,0,0,1,0,0,0,0,2,0,0,0
StutterTalk,18,11,22963200,23011200,False,StutterTalk_18_0,0.7050172686576843,train,test,train,dev,0,0,0,1,0,0,0,0,2,0,0,0
StutterTalk,18,12,24213920,24261920,True,Peter Reitzes,0.578037440776825,,train,test,test,0,0,0,1,0,1,0,0,1,1,0,0
StutterTalk,18,13,25512640,25560640,False,StutterTalk_18_0,0.7404650449752808,train,test,train,dev,0,0,0,1,1,0,0,1,1,2,0,0
StutterTalk,18,14,28713280,28761280,True,Peter Reitzes,0.6709030270576477,,train,test,test,0,0,0,0,0,0,0,0,3,1,0,0
StutterTalk,18,15,29475200,29523200,True,Peter Reitzes,0.554416835308075,,train,test,test,0,0,0,0,0,0,0,2,3,2,0,0
StutterTalk,18,16,30544640,30592640,True,Peter Reitzes,0.5957231521606445,,train,test,test,0,0,1,0,0,3,0,1,0,1,0,0
StutterTalk,18,17,32334720,32382720,True,Peter Reitzes,0.4843382835388183,,train,test,test,0,0,0,1,1,2,0,2,0,1,0,0
StutterTalk,18,18,33174560,33222560,False,StutterTalk_18_0,0.718864917755127,train,test,train,dev,0,0,0,2,1,0,0,0,0,1,0,0
StutterTalk,18,19,5443840,5491840,False,StutterTalk_18_0,0.7766202688217163,train,test,train,dev,0,0,0,0,0,0,0,0,3,2,0,0
StutterTalk,18,20,33896640,33944640,True,Peter Reitzes,0.6501098871231079,,train,test,test,0,0,0,0,0,3,0,0,0,1,0,0
StutterTalk,18,21,33961440,34009440,True,Peter Reitzes,0.6496648192405701,,train,test,test,0,0,1,2,0,0,0,0,1,0,0,0
StutterTalk,18,22,33988800,34036800,True,Peter Reitzes,0.656772792339325,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,18,23,37091360,37139360,False,StutterTalk_18_1,0.6549976468086243,train,test,train,dev,0,1,0,0,0,0,0,0,3,1,0,0
StutterTalk,18,24,37116160,37164160,False,StutterTalk_18_1,0.6955388188362122,train,test,train,dev,0,0,0,1,0,0,0,0,2,0,0,0
StutterTalk,18,25,37348480,37396480,False,StutterTalk_18_1,0.6540002226829529,train,test,train,dev,0,1,0,0,0,0,0,2,3,1,0,0
StutterTalk,18,26,6086560,6134560,False,StutterTalk_18_0,0.7194135785102844,train,test,train,dev,0,0,0,1,0,0,0,1,2,1,0,0
StutterTalk,18,27,39285600,39333600,False,StutterTalk_18_1,0.478805661201477,train,test,train,dev,0,0,0,1,1,0,0,3,2,2,0,0
StutterTalk,18,28,42178400,42226400,False,StutterTalk_18_1,0.2111368477344513,train,test,train,dev,0,0,1,2,0,2,0,2,0,1,0,0
StutterTalk,18,29,42652800,42700800,False,StutterTalk_18_0,0.6736595034599304,train,test,train,dev,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,18,30,46733120,46781120,False,StutterTalk_18_1,0.6482948660850525,train,test,train,dev,0,0,0,1,0,0,0,0,2,1,0,0
StutterTalk,18,31,49360320,49408320,False,StutterTalk_18_0,0.285790354013443,train,test,train,dev,0,0,0,1,0,0,0,1,2,2,0,0
StutterTalk,18,32,6836640,6884640,False,StutterTalk_18_0,0.7228980660438538,train,test,train,dev,0,0,0,1,0,3,0,0,0,1,0,0
StutterTalk,18,33,51264000,51312000,False,StutterTalk_18_1,0.5408936738967896,train,test,train,dev,0,1,0,0,0,0,0,0,3,2,0,0
StutterTalk,18,34,51290080,51338080,False,StutterTalk_18_1,0.6725126504898071,train,test,train,dev,0,0,0,1,0,0,0,0,2,2,0,0
StutterTalk,18,35,52500160,52548160,False,StutterTalk_18_1,0.5533230304718018,train,test,train,dev,0,0,0,1,0,0,0,0,2,3,0,0
StutterTalk,18,36,52792480,52840480,False,StutterTalk_18_1,0.6484050750732422,train,test,train,dev,0,0,0,0,0,0,0,0,3,1,0,0
StutterTalk,18,37,7207200,7255200,True,Peter Reitzes,0.5641067624092102,,train,test,test,0,0,1,0,1,0,0,1,1,1,0,0
StutterTalk,18,38,53943040,53991040,False,StutterTalk_18_0,0.7342606782913208,train,test,train,dev,0,0,0,2,0,0,0,0,1,1,0,0
StutterTalk,18,39,7474240,7522240,True,Peter Reitzes,0.6489346623420715,,train,test,test,0,0,0,0,0,0,0,0,3,1,0,0
StutterTalk,19,0,47752640,47800640,True,Peter Reitzes,0.593917727470398,,train,test,test,0,0,0,0,0,0,0,0,3,1,0,0
StutterTalk,19,1,48138400,48186400,True,Peter Reitzes,0.5446286797523499,,train,test,test,0,0,0,0,0,1,0,0,2,0,0,0
StutterTalk,19,2,48912320,48960320,True,Peter Reitzes,0.6038287878036499,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,19,3,49890080,49938080,True,Peter Reitzes,0.566891074180603,,train,test,test,0,0,0,0,0,0,0,0,3,1,0,0
StutterTalk,19,4,49962880,50010880,True,Peter Reitzes,0.534261167049408,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,19,5,50778080,50826080,True,Peter Reitzes,0.6472156047821045,,train,test,test,0,0,0,0,0,0,0,1,3,1,0,0
StutterTalk,19,6,4652960,4700960,True,Peter Reitzes,0.5959441661834717,,train,test,test,0,0,0,0,0,0,0,3,3,1,0,0
StutterTalk,19,7,52170720,52218720,True,Peter Reitzes,0.5316339135169983,,train,test,test,0,0,0,0,0,0,0,1,3,0,0,0
StutterTalk,19,8,53333600,53381600,True,Peter Reitzes,0.50566166639328,,train,test,test,0,0,1,0,0,0,1,0,2,1,0,0
StutterTalk,19,9,54804000,54852000,True,Peter Reitzes,0.2736395597457886,,train,test,test,0,0,0,0,0,0,0,0,3,1,0,0
StutterTalk,19,10,56062560,56110560,True,Peter Reitzes,0.6079682111740112,,train,test,test,0,0,0,1,0,0,0,0,2,0,0,0
StutterTalk,19,11,56474240,56522240,False,StutterTalk_19_1,0.3395233452320099,train,dev,dev,train,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,19,12,9912640,9960640,True,Peter Reitzes,0.6080837845802307,,train,test,test,0,0,0,1,0,0,1,1,2,1,0,0
StutterTalk,19,13,2194880,2242880,True,Peter Reitzes,0.5937849879264832,,train,test,test,0,0,1,0,0,0,0,0,2,0,0,0
StutterTalk,19,14,10865920,10913920,True,Peter Reitzes,0.4412111043930053,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,19,15,10900800,10948800,True,Peter Reitzes,0.567281186580658,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,19,16,11482560,11530560,True,Peter Reitzes,0.5319720506668091,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,19,17,11911360,11959360,False,StutterTalk_19_1,0.6730185151100159,train,dev,dev,train,0,0,0,0,0,2,0,0,1,0,0,0
StutterTalk,19,18,12692000,12740000,True,Peter Reitzes,0.5677587985992432,,train,test,test,0,0,0,1,0,1,0,0,2,1,0,0
StutterTalk,19,19,13138400,13186400,True,Peter Reitzes,0.4505670070648193,,train,test,test,0,0,0,0,0,1,0,0,2,0,0,0
StutterTalk,19,20,15058400,15106400,True,Peter Reitzes,0.4003286957740783,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,19,21,15575040,15623040,True,Peter Reitzes,0.6009584069252014,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,19,22,16384000,16432000,True,Peter Reitzes,0.5304296016693115,,train,test,test,1,0,0,1,0,0,1,0,1,1,0,0
StutterTalk,19,23,16759040,16807040,True,Peter Reitzes,0.5604812502861023,,train,test,test,0,0,0,0,0,0,1,2,3,0,0,0
StutterTalk,19,24,17075680,17123680,True,Peter Reitzes,0.6565479636192322,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,19,25,17228320,17276320,True,Peter Reitzes,0.5510365962982178,,train,test,test,0,0,0,0,0,0,0,0,3,1,0,0
StutterTalk,19,26,18426400,18474400,True,Peter Reitzes,0.5183979272842407,,train,test,test,0,0,1,0,0,1,2,1,2,0,0,0
StutterTalk,19,27,21258400,21306400,False,StutterTalk_19_1,0.6379346251487732,train,dev,dev,train,0,0,0,1,2,3,0,0,0,0,0,0
StutterTalk,19,28,22370080,22418080,True,Peter Reitzes,0.6102328896522522,,train,test,test,0,0,0,0,0,0,0,0,3,1,0,0
StutterTalk,19,29,24122560,24170560,True,Peter Reitzes,0.6157598495483398,,train,test,test,0,0,0,0,0,3,0,0,0,0,0,0
StutterTalk,19,30,32482080,32530080,True,Peter Reitzes,0.5541959404945374,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,19,31,32792640,32840640,True,Peter Reitzes,0.458894819021225,,train,test,test,0,0,0,0,0,0,0,2,3,1,0,0
StutterTalk,19,32,35306560,35354560,True,Peter Reitzes,0.4659739732742309,,train,test,test,0,0,0,1,0,0,0,0,3,1,0,0
StutterTalk,19,33,39943680,39991680,False,StutterTalk_19_1,0.5629867315292358,train,dev,dev,train,0,0,0,0,2,3,0,0,0,0,0,0
StutterTalk,19,34,39977600,40025600,True,Peter Reitzes,0.5996351838111877,,train,test,test,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,19,35,42468480,42516480,True,Peter Reitzes,0.6138537526130676,,train,test,test,0,0,0,0,0,1,0,0,2,1,0,0
StutterTalk,19,36,42496000,42544000,True,Peter Reitzes,0.6493624448776245,,train,test,test,0,0,1,0,0,0,2,0,2,2,0,0
StutterTalk,19,37,44491520,44539520,False,StutterTalk_19_1,0.7228325605392456,train,dev,dev,train,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,19,38,47135040,47183040,False,StutterTalk_19_1,0.7034014463424683,train,dev,dev,train,0,0,0,2,2,0,0,0,0,0,0,0
StutterTalk,19,39,4553280,4601280,True,Peter Reitzes,0.6723377108573914,,train,test,test,0,0,2,0,0,0,0,0,1,2,0,0
StutterTalk,20,0,55040000,55088000,False,StutterTalk_20_1,0.6415303349494934,train,dev,dev,train,0,0,0,1,0,0,0,0,2,1,0,0
StutterTalk,20,1,56258080,56306080,True,Peter Reitzes,0.5302654504776001,,train,test,test,0,0,0,1,2,0,0,1,0,1,0,0
StutterTalk,20,2,56391840,56439840,True,Peter Reitzes,0.6414170265197754,,train,test,test,0,0,0,1,1,0,0,1,1,0,0,0
StutterTalk,20,3,57354560,57402560,True,Peter Reitzes,0.4898445308208465,,train,test,test,0,0,0,1,0,0,0,3,2,2,0,0
StutterTalk,20,4,57826080,57874080,True,Peter Reitzes,0.5010198354721069,,train,test,test,0,0,0,0,0,3,0,3,0,0,0,0
StutterTalk,20,5,58437440,58485440,True,Peter Reitzes,0.6374610662460327,,train,test,test,0,0,0,0,0,3,0,1,0,0,0,0
StutterTalk,20,6,60724960,60772960,True,Peter Reitzes,0.6344845294952393,,train,test,test,0,0,0,0,0,0,0,3,3,1,0,0
StutterTalk,20,7,64405120,64453120,True,Peter Reitzes,0.4955858588218689,,train,test,test,0,0,0,1,0,3,0,3,0,0,0,0
StutterTalk,20,8,65119680,65167680,False,StutterTalk_20_1,0.57094806432724,train,dev,dev,train,0,0,0,0,0,0,0,0,3,0,0,0
StutterTalk,20,9,66059040,66107040,True,Peter Reitzes,0.5285201668739319,,train,test,test,0,0,0,1,0,2,0,3,1,0,0,0
StutterTalk,20,10,68465120,68513120,True,Peter Reitzes,0.5231689810752869,,train,test,test,0,0,0,2,2,0,1,0,0,0,0,0
StutterTalk,20,11,68491360,68539360,True,Peter Reitzes,0.2882943451404571,,train,test,test,0,0,0,2,0,0,0,0,1,0,3,0
StutterTalk,20,12,8312320,8360320,True,Peter Reitzes,0.5063689351081848,,train,test,test,0,0,0,1,0,2,0,3,0,2,0,0
StutterTalk,20,13,8617440,8665440,True,Peter Reitzes,0.5669735074043274,,train,test,test,0,0,0,0,0,0,0,1,3,1,0,0
StutterTalk,20,14,8927520,8975520,True,Peter Reitzes,0.5012525320053101,,train,test,test,0,0,0,1,0,2,0,2,1,1,0,0
StutterTalk,20,15,9529920,9577920,False,StutterTalk_20_1,0.6819025874137878,train,dev,dev,train,0,0,0,2,1,0,0,1,0,0,0,0
